source,target,weight
reactions,Alkenes,1
reactions,NaCl,1
reactions,halogen bonding,1
reactions,chloride ions,1
reactions,aromatic,1
reactions,acetone,1
reactions,nitriles,1
reactions,palladium,1
reactions,amides,1
Alkenes,compounds,1
Alkenes,Solutions,1
Alkenes,"Crystallography, X-Ray",1
Alkenes,Alkynes,2
Alkenes,reactions,1
Alkenes,NaCl,1
Alkenes,halogen bonding,1
Alkenes,chloride ions,1
Alkenes,Oxides,1
Alkenes,Isoxazoles,1
Alkenes,Aldehydes,1
Alkenes,hydroxylamine hydrochloride,1
Alkenes,5b,1
NaCl,Solutions,1
NaCl,Alkynes,1
NaCl,reactions,1
NaCl,Alkenes,1
NaCl,halogen bonding,1
NaCl,chloride ions,1
halogen bonding,Solutions,1
halogen bonding,Alkynes,1
halogen bonding,reactions,1
halogen bonding,Alkenes,1
halogen bonding,NaCl,1
halogen bonding,chloride ions,1
chloride ions,Solutions,1
chloride ions,Alkynes,1
chloride ions,reactions,1
chloride ions,Alkenes,1
chloride ions,NaCl,1
chloride ions,halogen bonding,1
X-Ray Photoelectron Spectroscopy,nitrogen,1
X-Ray Photoelectron Spectroscopy,Ions,1
X-Ray Photoelectron Spectroscopy,"Spectroscopy, Fourier Transform Infrared",1
X-Ray Photoelectron Spectroscopy,X-Ray Diffraction,1
X-Ray Photoelectron Spectroscopy,Pb2+,1
X-Ray Photoelectron Spectroscopy,"Chemistry Techniques, Analytical",1
X-Ray Photoelectron Spectroscopy,scanning electron microscopy,1
X-Ray Photoelectron Spectroscopy,Carbon,1
X-Ray Photoelectron Spectroscopy,water,1
X-Ray Photoelectron Spectroscopy,crystallinity,1
X-Ray Photoelectron Spectroscopy,copper,2
X-Ray Photoelectron Spectroscopy,H2O2,1
X-Ray Photoelectron Spectroscopy,phenol,1
X-Ray Photoelectron Spectroscopy,catechol,1
X-Ray Photoelectron Spectroscopy,hydroquinone,1
X-Ray Photoelectron Spectroscopy,simple centrifugation,1
X-Ray Photoelectron Spectroscopy,samples,1
X-Ray Photoelectron Spectroscopy,Thermogravimetry,1
X-Ray Photoelectron Spectroscopy,Microscopy,1
X-Ray Photoelectron Spectroscopy,crystal lattice,1
X-Ray Photoelectron Spectroscopy,indole,1
X-Ray Photoelectron Spectroscopy,aryl bromides,1
X-Ray Photoelectron Spectroscopy,cupric cation,2
X-Ray Photoelectron Spectroscopy,KBr,1
X-Ray Photoelectron Spectroscopy,Fe3O4,1
X-Ray Photoelectron Spectroscopy,magnetite,1
X-Ray Photoelectron Spectroscopy,sonochemical procedure,1
X-Ray Photoelectron Spectroscopy,4-nitrophenol,1
X-Ray Photoelectron Spectroscopy,ethylenediamine,1
copper,nitrogen,1
copper,analysis,1
copper,studies,1
copper,"Chemistry Techniques, Analytical",1
copper,X-Ray Photoelectron Spectroscopy,2
copper,H2O2,1
copper,phenol,1
copper,catechol,1
copper,hydroquinone,1
copper,simple centrifugation,1
copper,Microscopy,1
copper,crystal lattice,1
copper,indole,1
copper,aryl bromides,1
copper,cupric cation,2
copper,KBr,1
copper,chitosan,1
copper,EPR spectroscopy,1
copper,Cu(I),1
copper,triazoles,1
H2O2,"Chemistry Techniques, Analytical",1
H2O2,X-Ray Photoelectron Spectroscopy,1
H2O2,copper,1
H2O2,phenol,1
H2O2,catechol,1
H2O2,hydroquinone,1
H2O2,simple centrifugation,1
phenol,"Chemistry Techniques, Analytical",1
phenol,X-Ray Photoelectron Spectroscopy,1
phenol,copper,1
phenol,H2O2,1
phenol,catechol,1
phenol,hydroquinone,1
phenol,simple centrifugation,1
catechol,Materials,1
catechol,Laboratory Procedures,1
catechol,"Chemistry Techniques, Analytical",1
catechol,Carbon,1
catechol,activated carbon,1
catechol,X-Ray Photoelectron Spectroscopy,1
catechol,copper,1
catechol,H2O2,1
catechol,phenol,1
catechol,hydroquinone,1
catechol,simple centrifugation,1
catechol,Electrons,1
catechol,samples,1
catechol,Chemical method,1
catechol,charge transfer,1
catechol,catechol oxidation,1
catechol,tap water,1
hydroquinone,"Chemistry Techniques, Analytical",1
hydroquinone,X-Ray Photoelectron Spectroscopy,1
hydroquinone,copper,1
hydroquinone,H2O2,1
hydroquinone,phenol,1
hydroquinone,catechol,1
hydroquinone,simple centrifugation,1
simple centrifugation,"Chemistry Techniques, Analytical",1
simple centrifugation,X-Ray Photoelectron Spectroscopy,1
simple centrifugation,copper,1
simple centrifugation,H2O2,1
simple centrifugation,phenol,1
simple centrifugation,catechol,1
simple centrifugation,hydroquinone,1
lithium,Materials,1
lithium,manganese,1
lithium,cobalt,1
lithium,K,1
lithium,nitrides,1
lithium,ammonia,1
lithium,in situ neutron diffraction studies,1
cobalt,lithium,1
cobalt,K,1
K,X-Ray Diffraction,1
K,lithium,1
K,cobalt,1
K,Dielectric Spectroscopy,1
K,"Spectrum Analysis, Raman",1
nickel,Materials,1
nickel,X-Ray Diffraction,1
nickel,manganese,1
nickel,"Chemistry Techniques, Analytical",1
nickel,metal oxide,1
nickel,oxygen,1
nickel,soft X-ray absorption spectroscopy,1
nickel,Electrons,1
metal oxide,phosphorus,1
metal oxide,Materials,2
metal oxide,cellulose,1
metal oxide,X-Ray Diffraction,2
metal oxide,manganese,1
metal oxide,Anions,1
metal oxide,Phosphonates,1
metal oxide,"Chemistry Techniques, Analytical",1
metal oxide,MIC,1
metal oxide,MBC,1
metal oxide,nickel,1
metal oxide,oxygen,1
metal oxide,soft X-ray absorption spectroscopy,1
metal oxide,Electrons,1
metal oxide,neodymium,1
metal oxide,Oxides,1
metal oxide,ZnO,1
metal oxide,infrared spectroscopy,1
metal oxide,phosphoryl chloride,1
metal oxide,hexachlorocyclotriphosphazene,1
metal oxide,modified cellulose,1
metal oxide,carboxymethylcellulose analogues,1
oxygen,Materials,1
oxygen,X-Ray Diffraction,1
oxygen,manganese,1
oxygen,Anions,1
oxygen,"Chemistry Techniques, Analytical",1
oxygen,nickel,1
oxygen,metal oxide,1
oxygen,soft X-ray absorption spectroscopy,1
oxygen,Electrons,1
oxygen,graphene oxide,1
oxygen,graphene,1
oxygen,electrochemical,1
oxygen,Oxides,1
oxygen,moduli,1
soft X-ray absorption spectroscopy,Materials,1
soft X-ray absorption spectroscopy,X-Ray Diffraction,1
soft X-ray absorption spectroscopy,manganese,1
soft X-ray absorption spectroscopy,"Chemistry Techniques, Analytical",1
soft X-ray absorption spectroscopy,nickel,1
soft X-ray absorption spectroscopy,metal oxide,1
soft X-ray absorption spectroscopy,oxygen,1
soft X-ray absorption spectroscopy,Electrons,1
Electrons,Materials,3
Electrons,Solutions,1
Electrons,Laboratory Procedures,1
Electrons,X-Ray Diffraction,1
Electrons,manganese,1
Electrons,"Chemistry Techniques, Analytical",1
Electrons,Carbon,1
Electrons,activated carbon,1
Electrons,catechol,1
Electrons,nickel,1
Electrons,metal oxide,1
Electrons,oxygen,1
Electrons,soft X-ray absorption spectroscopy,1
Electrons,samples,1
Electrons,substituted,1
Electrons,intramolecular charge transfer,1
Electrons,Chemical method,1
Electrons,charge transfer,1
Electrons,catechol oxidation,1
Electrons,tap water,1
electron microscopy analysis,Materials,1
electron microscopy analysis,methylene blue,1
electron microscopy analysis,Phenol,1
Phenol,Materials,1
Phenol,methylene blue,1
Phenol,electron microscopy analysis,1
apatites,phosphorus,1
apatites,Materials,1
apatites,analysis,1
apatites,samples,1
apatites,Bovin Serum Albumin,1
apatites,Molecule,1
samples,phosphorus,1
samples,Materials,3
samples,polysaccharides,1
samples,alginate,1
samples,Freeze Drying,1
samples,"Spectroscopy, Fourier Transform Infrared",3
samples,analysis,1
samples,Laboratory Procedures,1
samples,X-Ray Diffraction,2
samples,scanning electron microscopy,2
samples,Carbon,1
samples,activated carbon,1
samples,Biopolymers,1
samples,crystallinity,1
samples,gelatin,1
samples,fatty acids,1
samples,X-Ray Photoelectron Spectroscopy,1
samples,catechol,1
samples,Electrons,1
samples,apatites,1
samples,Bovin Serum Albumin,1
samples,Molecule,1
samples,Crystallography,1
samples,TEM,1
samples,Chemical method,1
samples,Oils,1
samples,Moroccan,1
samples,charge transfer,1
samples,catechol oxidation,1
samples,tap water,1
samples,peroxide value,1
samples,spectrophotometric indices,1
samples,sterols,1
samples,tocopherol,1
samples,PCA,1
samples,chemical profiling,1
samples,gamma-tocopherol,1
samples,delta-tocopherol,1
samples,22-dien-3 beta-ol,1
samples,stearic acid,1
samples,linoleic acid,1
samples,titania,1
samples,carboxymethylcellulose,1
samples,Thermogravimetry,2
samples,transmission electron microscopy,1
samples,anatase,1
samples,rutile,1
samples,Fe3O4,1
samples,magnetite,1
samples,sonochemical procedure,1
samples,4-nitrophenol,1
Bovin Serum Albumin,phosphorus,1
Bovin Serum Albumin,Materials,1
Bovin Serum Albumin,analysis,1
Bovin Serum Albumin,apatites,1
Bovin Serum Albumin,samples,1
Bovin Serum Albumin,Molecule,1
Molecule,phosphorus,2
Molecule,Materials,2
Molecule,compounds,2
Molecule,Solutions,2
Molecule,Ions,1
Molecule,analysis,3
Molecule,studies,1
Molecule,X-Ray Diffraction,1
Molecule,scanning electron microscopy,1
Molecule,water,1
Molecule,apatites,1
Molecule,samples,1
Molecule,Bovin Serum Albumin,1
Molecule,benzoic acid,2
Molecule,para-hydroxybenzoic acid,1
Molecule,"3,4-dihydroxybenzoic acid",1
Molecule,Dielectric Spectroscopy,1
Molecule,iron,1
Molecule,Lignin,1
Molecule,vanillin,1
Molecule,syringaldehyde,1
Molecule,Oxides,1
Molecule,charge transfer,1
Molecule,Tetraphenyl,1
Molecule,imidazole,1
Molecule,MEP,2
Molecule,DMF,1
Molecule,Aldehydes,1
Molecule,straw,1
Molecule,water-soluble oligomers,1
Molecule,chemical elements,1
Molecule,hydronium ion,1
Molecule,H3O+,1
Molecule,hydrogen atom and ion,1
Molecule,hydroxide ion,1
Molecule,atoms,1
Molecule,labile,1
benzoic acid,compounds,1
benzoic acid,analysis,1
benzoic acid,scanning electron microscopy,1
benzoic acid,water,1
benzoic acid,Molecule,2
benzoic acid,para-hydroxybenzoic acid,1
benzoic acid,"3,4-dihydroxybenzoic acid",1
benzoic acid,Dielectric Spectroscopy,1
benzoic acid,iron,1
benzoic acid,Lignin,1
benzoic acid,vanillin,1
benzoic acid,syringaldehyde,1
benzoic acid,Oxides,1
benzoic acid,Aldehydes,1
benzoic acid,straw,1
benzoic acid,water-soluble oligomers,1
para-hydroxybenzoic acid,compounds,1
para-hydroxybenzoic acid,analysis,1
para-hydroxybenzoic acid,scanning electron microscopy,1
para-hydroxybenzoic acid,Molecule,1
para-hydroxybenzoic acid,benzoic acid,1
para-hydroxybenzoic acid,"3,4-dihydroxybenzoic acid",1
para-hydroxybenzoic acid,Dielectric Spectroscopy,1
para-hydroxybenzoic acid,iron,1
"3,4-dihydroxybenzoic acid",compounds,1
"3,4-dihydroxybenzoic acid",analysis,1
"3,4-dihydroxybenzoic acid",scanning electron microscopy,1
"3,4-dihydroxybenzoic acid",Molecule,1
"3,4-dihydroxybenzoic acid",benzoic acid,1
"3,4-dihydroxybenzoic acid",para-hydroxybenzoic acid,1
"3,4-dihydroxybenzoic acid",Dielectric Spectroscopy,1
"3,4-dihydroxybenzoic acid",iron,1
Dielectric Spectroscopy,compounds,1
Dielectric Spectroscopy,analysis,1
Dielectric Spectroscopy,X-Ray Diffraction,1
Dielectric Spectroscopy,scanning electron microscopy,1
Dielectric Spectroscopy,K,1
Dielectric Spectroscopy,Molecule,1
Dielectric Spectroscopy,benzoic acid,1
Dielectric Spectroscopy,para-hydroxybenzoic acid,1
Dielectric Spectroscopy,"3,4-dihydroxybenzoic acid",1
Dielectric Spectroscopy,iron,1
Dielectric Spectroscopy,"Spectrum Analysis, Raman",1
iron,compounds,2
iron,"Spectroscopy, Fourier Transform Infrared",1
iron,analysis,1
iron,X-Ray Diffraction,1
iron,Mass Spectrometry,1
iron,scanning electron microscopy,1
iron,Molecule,1
iron,benzoic acid,1
iron,para-hydroxybenzoic acid,1
iron,"3,4-dihydroxybenzoic acid",1
iron,Dielectric Spectroscopy,1
iron,Schiff Bases,1
iron,magnetite,1
iron,M,1
iron,ferric ion,1
iron,Scanning electron microscopy,1
iron,cells,1
"Spectrum Analysis, Raman",Materials,1
"Spectrum Analysis, Raman",compounds,2
"Spectrum Analysis, Raman",analysis,1
"Spectrum Analysis, Raman",X-Ray Diffraction,4
"Spectrum Analysis, Raman",scanning electron microscopy,1
"Spectrum Analysis, Raman",water,1
"Spectrum Analysis, Raman",K,1
"Spectrum Analysis, Raman",Dielectric Spectroscopy,1
"Spectrum Analysis, Raman",air,2
"Spectrum Analysis, Raman",Analysis,1
"Spectrum Analysis, Raman",calcium amount,1
"Spectrum Analysis, Raman","Spectroscopy, Mossbauer",1
"Spectrum Analysis, Raman",salicylic acid,1
"Spectrum Analysis, Raman",naproxen,1
"Spectrum Analysis, Raman",ketoprofen,1
"Spectrum Analysis, Raman",Fourier transform infrared spectrometry,1
epsilon-caprolactone,Materials,1
epsilon-caprolactone,poly(epsilon-caprolactone,2
epsilon-caprolactone,tin,1
epsilon-caprolactone,phosphorus pentoxide,1
epsilon-caprolactone,P2O5,1
epsilon-caprolactone,isopropanol,1
poly(epsilon-caprolactone,Materials,1
poly(epsilon-caprolactone,epsilon-caprolactone,2
poly(epsilon-caprolactone,tin,1
poly(epsilon-caprolactone,phosphorus pentoxide,1
poly(epsilon-caprolactone,P2O5,1
poly(epsilon-caprolactone,isopropanol,1
tin,Materials,1
tin,epsilon-caprolactone,1
tin,poly(epsilon-caprolactone,1
alpha-chitin,Spectrum Analysis,1
alpha-chitin,"Spectroscopy, Fourier Transform Infrared",1
alpha-chitin,analysis,1
alpha-chitin,X-Ray Diffraction,1
alpha-chitin,scanning electron microscopy,1
alpha-chitin,water,1
alpha-chitin,Biopolymers,1
alpha-chitin,Alkynes,1
perovskite,Ions,1
perovskite,crystallinity,1
perovskite,Crystallography,1
perovskite,photoluminescence technique,1
Crystallography,Materials,1
Crystallography,polysaccharides,1
Crystallography,alginate,1
Crystallography,Freeze Drying,1
Crystallography,Ions,1
Crystallography,"Spectroscopy, Fourier Transform Infrared",1
Crystallography,X-Ray Diffraction,1
Crystallography,scanning electron microscopy,1
Crystallography,Biopolymers,1
Crystallography,crystallinity,1
Crystallography,gelatin,1
Crystallography,samples,1
Crystallography,perovskite,1
Crystallography,photoluminescence technique,1
Crystallography,TEM,1
Crystallography,titania,1
Crystallography,carboxymethylcellulose,1
Crystallography,Thermogravimetry,1
Crystallography,transmission electron microscopy,1
Crystallography,anatase,1
Crystallography,rutile,1
photoluminescence technique,Ions,1
photoluminescence technique,crystallinity,1
photoluminescence technique,perovskite,1
photoluminescence technique,Crystallography,1
unsaturated lactones,Alkynes,1
unsaturated lactones,amino group,1
amino group,Alkynes,1
amino group,unsaturated lactones,1
europium,Solutions,1
europium,samarium,1
europium,Sm,1
europium,neodymium,1
europium,Inductively-Coupled Plasma Mass Spectrometry,1
europium,TEM,1
europium,EPS,1
europium,enrichment,1
samarium,Solutions,1
samarium,europium,1
samarium,Sm,1
samarium,neodymium,1
samarium,Inductively-Coupled Plasma Mass Spectrometry,1
samarium,TEM,1
samarium,EPS,1
samarium,enrichment,1
Sm,Solutions,1
Sm,europium,1
Sm,samarium,1
Sm,neodymium,1
Sm,Inductively-Coupled Plasma Mass Spectrometry,1
Sm,TEM,1
Sm,EPS,1
Sm,enrichment,1
neodymium,Materials,1
neodymium,Solutions,1
neodymium,X-Ray Diffraction,1
neodymium,MIC,1
neodymium,MBC,1
neodymium,metal oxide,1
neodymium,europium,1
neodymium,samarium,1
neodymium,Sm,1
neodymium,Inductively-Coupled Plasma Mass Spectrometry,1
neodymium,TEM,1
neodymium,EPS,1
neodymium,enrichment,1
neodymium,Oxides,1
neodymium,ZnO,1
neodymium,infrared spectroscopy,1
Inductively-Coupled Plasma Mass Spectrometry,Solutions,1
Inductively-Coupled Plasma Mass Spectrometry,europium,1
Inductively-Coupled Plasma Mass Spectrometry,samarium,1
Inductively-Coupled Plasma Mass Spectrometry,Sm,1
Inductively-Coupled Plasma Mass Spectrometry,neodymium,1
Inductively-Coupled Plasma Mass Spectrometry,TEM,1
Inductively-Coupled Plasma Mass Spectrometry,EPS,1
Inductively-Coupled Plasma Mass Spectrometry,enrichment,1
TEM,Materials,1
TEM,polysaccharides,1
TEM,alginate,1
TEM,Solutions,1
TEM,Freeze Drying,1
TEM,"Spectroscopy, Fourier Transform Infrared",1
TEM,X-Ray Diffraction,1
TEM,scanning electron microscopy,1
TEM,Biopolymers,1
TEM,gelatin,1
TEM,samples,1
TEM,Crystallography,1
TEM,europium,1
TEM,samarium,1
TEM,Sm,1
TEM,neodymium,1
TEM,Inductively-Coupled Plasma Mass Spectrometry,1
TEM,EPS,1
TEM,enrichment,1
TEM,titania,1
TEM,carboxymethylcellulose,1
TEM,Thermogravimetry,1
TEM,transmission electron microscopy,1
TEM,anatase,1
TEM,rutile,1
EPS,Solutions,1
EPS,europium,1
EPS,samarium,1
EPS,Sm,1
EPS,neodymium,1
EPS,Inductively-Coupled Plasma Mass Spectrometry,1
EPS,TEM,1
EPS,enrichment,1
enrichment,Solutions,1
enrichment,europium,1
enrichment,samarium,1
enrichment,Sm,1
enrichment,neodymium,1
enrichment,Inductively-Coupled Plasma Mass Spectrometry,1
enrichment,TEM,1
enrichment,EPS,1
wood,cellulose,1
wood,water,1
wood,Chemical fractionation,1
wood,Lignin,1
wood,hemicellulose,1
wood,aromatic,1
wood,furan compounds,1
wood,5-hydroxymethylfurfural,1
wood,vanillin,1
wood,syringaldehyde,1
Lignin,alginate,1
Lignin,cellulose,1
Lignin,X-Ray Diffraction,1
Lignin,water,3
Lignin,Chemical fractionation,1
Lignin,Molecule,1
Lignin,benzoic acid,1
Lignin,wood,1
Lignin,hemicellulose,1
Lignin,aromatic,1
Lignin,furan compounds,1
Lignin,5-hydroxymethylfurfural,1
Lignin,vanillin,2
Lignin,syringaldehyde,2
Lignin,Oxides,2
Lignin,size exclusion chromatography,1
Lignin,aromatic compounds,1
Lignin,Aldehydes,1
Lignin,straw,1
Lignin,water-soluble oligomers,1
hemicellulose,cellulose,1
hemicellulose,water,1
hemicellulose,Chemical fractionation,1
hemicellulose,wood,1
hemicellulose,Lignin,1
hemicellulose,aromatic,1
hemicellulose,furan compounds,1
hemicellulose,5-hydroxymethylfurfural,1
hemicellulose,vanillin,1
hemicellulose,syringaldehyde,1
aromatic,cellulose,1
aromatic,water,2
aromatic,Phosphates,1
aromatic,Chemical fractionation,1
aromatic,reactions,1
aromatic,wood,1
aromatic,Lignin,1
aromatic,hemicellulose,1
aromatic,furan compounds,1
aromatic,5-hydroxymethylfurfural,1
aromatic,vanillin,1
aromatic,syringaldehyde,1
aromatic,acetone,1
aromatic,nitriles,1
aromatic,palladium,1
aromatic,amides,1
furan compounds,cellulose,1
furan compounds,water,1
furan compounds,Chemical fractionation,1
furan compounds,wood,1
furan compounds,Lignin,1
furan compounds,hemicellulose,1
furan compounds,aromatic,1
furan compounds,5-hydroxymethylfurfural,1
furan compounds,vanillin,1
furan compounds,syringaldehyde,1
5-hydroxymethylfurfural,cellulose,1
5-hydroxymethylfurfural,water,1
5-hydroxymethylfurfural,Chemical fractionation,1
5-hydroxymethylfurfural,wood,1
5-hydroxymethylfurfural,Lignin,1
5-hydroxymethylfurfural,hemicellulose,1
5-hydroxymethylfurfural,aromatic,1
5-hydroxymethylfurfural,furan compounds,1
5-hydroxymethylfurfural,vanillin,1
5-hydroxymethylfurfural,syringaldehyde,1
vanillin,cellulose,1
vanillin,water,2
vanillin,Chemical fractionation,1
vanillin,Molecule,1
vanillin,benzoic acid,1
vanillin,wood,1
vanillin,Lignin,2
vanillin,hemicellulose,1
vanillin,aromatic,1
vanillin,furan compounds,1
vanillin,5-hydroxymethylfurfural,1
vanillin,syringaldehyde,2
vanillin,Oxides,1
vanillin,Aldehydes,1
vanillin,straw,1
vanillin,water-soluble oligomers,1
syringaldehyde,cellulose,1
syringaldehyde,water,2
syringaldehyde,Chemical fractionation,1
syringaldehyde,Molecule,1
syringaldehyde,benzoic acid,1
syringaldehyde,wood,1
syringaldehyde,Lignin,2
syringaldehyde,hemicellulose,1
syringaldehyde,aromatic,1
syringaldehyde,furan compounds,1
syringaldehyde,5-hydroxymethylfurfural,1
syringaldehyde,vanillin,2
syringaldehyde,Oxides,1
syringaldehyde,Aldehydes,1
syringaldehyde,straw,1
syringaldehyde,water-soluble oligomers,1
substituted,Materials,1
substituted,Solutions,1
substituted,Electrons,1
substituted,intramolecular charge transfer,1
intramolecular charge transfer,Materials,1
intramolecular charge transfer,Solutions,1
intramolecular charge transfer,Electrons,1
intramolecular charge transfer,substituted,1
Chemical method,Materials,1
Chemical method,Spectrum Analysis,1
Chemical method,analysis,1
Chemical method,Laboratory Procedures,1
Chemical method,Carbon,1
Chemical method,activated carbon,1
Chemical method,catechol,1
Chemical method,Electrons,1
Chemical method,samples,1
Chemical method,soil,1
Chemical method,charge transfer,1
Chemical method,catechol oxidation,1
Chemical method,tap water,1
soil,Spectrum Analysis,1
soil,analysis,1
soil,Chemical method,1
tetracyclic indoline,strychnos alkaloids,1
tetracyclic indoline,strychnine,1
strychnos alkaloids,tetracyclic indoline,1
strychnos alkaloids,strychnine,1
strychnine,tetracyclic indoline,1
strychnine,strychnos alkaloids,1
high oxygen content,bio-oil,1
high oxygen content,fossil,1
high oxygen content,Oils,1
high oxygen content,oxygenated compounds,1
high oxygen content,HDO,1
high oxygen content,coke,1
Oils,"Spectroscopy, Fourier Transform Infrared",1
Oils,bio-oil,1
Oils,fossil,1
Oils,fatty acids,1
Oils,samples,1
Oils,high oxygen content,1
Oils,oxygenated compounds,1
Oils,HDO,1
Oils,coke,1
Oils,Moroccan,1
Oils,peroxide value,1
Oils,spectrophotometric indices,1
Oils,sterols,1
Oils,tocopherol,1
Oils,PCA,1
Oils,chemical profiling,1
Oils,gamma-tocopherol,1
Oils,delta-tocopherol,1
Oils,22-dien-3 beta-ol,1
Oils,stearic acid,1
Oils,linoleic acid,1
oxygenated compounds,bio-oil,1
oxygenated compounds,fossil,1
oxygenated compounds,high oxygen content,1
oxygenated compounds,Oils,1
oxygenated compounds,HDO,1
oxygenated compounds,coke,1
HDO,bio-oil,1
HDO,fossil,1
HDO,high oxygen content,1
HDO,Oils,1
HDO,oxygenated compounds,1
HDO,coke,1
coke,bio-oil,1
coke,fossil,1
coke,high oxygen content,1
coke,Oils,1
coke,oxygenated compounds,1
coke,HDO,1
phosphorus pentoxide,epsilon-caprolactone,1
phosphorus pentoxide,poly(epsilon-caprolactone,1
phosphorus pentoxide,P2O5,1
phosphorus pentoxide,isopropanol,1
P2O5,epsilon-caprolactone,1
P2O5,poly(epsilon-caprolactone,1
P2O5,phosphorus pentoxide,1
P2O5,isopropanol,1
isopropanol,epsilon-caprolactone,1
isopropanol,poly(epsilon-caprolactone,1
isopropanol,phosphorus pentoxide,1
isopropanol,P2O5,1
Moroccan,"Spectroscopy, Fourier Transform Infrared",1
Moroccan,methylene blue,1
Moroccan,fatty acids,1
Moroccan,samples,1
Moroccan,Oils,1
Moroccan,AG,1
Moroccan,OP,1
Moroccan,solid-liquid,1
Moroccan,sorption,1
Moroccan,peroxide value,1
Moroccan,spectrophotometric indices,1
Moroccan,sterols,1
Moroccan,tocopherol,1
Moroccan,PCA,1
Moroccan,chemical profiling,1
Moroccan,gamma-tocopherol,1
Moroccan,delta-tocopherol,1
Moroccan,22-dien-3 beta-ol,1
Moroccan,stearic acid,1
Moroccan,linoleic acid,1
AG,methylene blue,1
AG,Moroccan,1
AG,OP,1
AG,solid-liquid,1
AG,sorption,1
OP,methylene blue,1
OP,Moroccan,1
OP,AG,1
OP,solid-liquid,1
OP,sorption,1
solid-liquid,methylene blue,1
solid-liquid,Moroccan,1
solid-liquid,AG,1
solid-liquid,OP,1
solid-liquid,sorption,1
sorption,methylene blue,1
sorption,Moroccan,1
sorption,AG,1
sorption,OP,1
sorption,solid-liquid,1
graphene oxide,Anions,1
graphene oxide,oxygen,1
graphene oxide,graphene,1
graphene oxide,electrochemical,1
graphene oxide,Oxides,1
graphene oxide,moduli,1
graphene,Anions,1
graphene,oxygen,1
graphene,graphene oxide,1
graphene,electrochemical,1
graphene,Oxides,1
graphene,moduli,1
electrochemical,Anions,1
electrochemical,oxygen,1
electrochemical,graphene oxide,1
electrochemical,graphene,1
electrochemical,Oxides,1
electrochemical,moduli,1
Oxides,Materials,1
Oxides,compounds,1
Oxides,alginate,1
Oxides,X-Ray Diffraction,2
Oxides,Anions,1
Oxides,"Crystallography, X-Ray",1
Oxides,MIC,1
Oxides,MBC,1
Oxides,water,2
Oxides,Alkynes,1
Oxides,Alkenes,1
Oxides,metal oxide,1
Oxides,oxygen,1
Oxides,Molecule,1
Oxides,benzoic acid,1
Oxides,neodymium,1
Oxides,Lignin,2
Oxides,vanillin,1
Oxides,syringaldehyde,1
Oxides,graphene oxide,1
Oxides,graphene,1
Oxides,electrochemical,1
Oxides,moduli,1
Oxides,ZnO,1
Oxides,infrared spectroscopy,1
Oxides,size exclusion chromatography,1
Oxides,aromatic compounds,1
Oxides,Isoxazoles,1
Oxides,Aldehydes,2
Oxides,hydroxylamine hydrochloride,1
Oxides,5b,1
Oxides,straw,1
Oxides,water-soluble oligomers,1
moduli,Anions,1
moduli,oxygen,1
moduli,graphene oxide,1
moduli,graphene,1
moduli,electrochemical,1
moduli,Oxides,1
charge transfer,Materials,1
charge transfer,compounds,1
charge transfer,analysis,1
charge transfer,Laboratory Procedures,1
charge transfer,Carbon,1
charge transfer,activated carbon,1
charge transfer,catechol,1
charge transfer,Electrons,1
charge transfer,samples,1
charge transfer,Molecule,1
charge transfer,Chemical method,1
charge transfer,catechol oxidation,1
charge transfer,tap water,1
charge transfer,Tetraphenyl,1
charge transfer,imidazole,1
charge transfer,MEP,1
charge transfer,DMF,1
catechol oxidation,Materials,1
catechol oxidation,Laboratory Procedures,1
catechol oxidation,Carbon,1
catechol oxidation,activated carbon,1
catechol oxidation,catechol,1
catechol oxidation,Electrons,1
catechol oxidation,samples,1
catechol oxidation,Chemical method,1
catechol oxidation,charge transfer,1
catechol oxidation,tap water,1
tap water,Materials,1
tap water,Laboratory Procedures,1
tap water,Carbon,1
tap water,activated carbon,1
tap water,catechol,1
tap water,Electrons,1
tap water,samples,1
tap water,Chemical method,1
tap water,charge transfer,1
tap water,catechol oxidation,1
Tetraphenyl,compounds,1
Tetraphenyl,analysis,1
Tetraphenyl,Molecule,1
Tetraphenyl,charge transfer,1
Tetraphenyl,imidazole,1
Tetraphenyl,MEP,1
Tetraphenyl,DMF,1
imidazole,compounds,1
imidazole,analysis,1
imidazole,Molecule,1
imidazole,charge transfer,1
imidazole,Tetraphenyl,1
imidazole,MEP,1
imidazole,DMF,1
MEP,compounds,1
MEP,Solutions,1
MEP,analysis,1
MEP,studies,1
MEP,X-Ray Diffraction,1
MEP,Molecule,2
MEP,charge transfer,1
MEP,Tetraphenyl,1
MEP,imidazole,1
MEP,DMF,1
MEP,atoms,1
MEP,labile,1
DMF,compounds,1
DMF,analysis,1
DMF,Molecule,1
DMF,charge transfer,1
DMF,Tetraphenyl,1
DMF,imidazole,1
DMF,MEP,1
peroxide value,"Spectroscopy, Fourier Transform Infrared",1
peroxide value,fatty acids,1
peroxide value,samples,1
peroxide value,Oils,1
peroxide value,Moroccan,1
peroxide value,spectrophotometric indices,1
peroxide value,sterols,1
peroxide value,tocopherol,1
peroxide value,PCA,1
peroxide value,chemical profiling,1
peroxide value,gamma-tocopherol,1
peroxide value,delta-tocopherol,1
peroxide value,22-dien-3 beta-ol,1
peroxide value,stearic acid,1
peroxide value,linoleic acid,1
